batch,batch_index,type,priority,name,slug,source_id,route,save_folder,filename,dimensions,format,prompt,notes
3,1,kitchen-recipe,175,Matapa - Serving detail,matapa-mz,matapa-mz,/tools/afrokitchen/recipes/matapa-mz/,/assets/img/kitchen/,matapa-mz-2.webp,800x600,WebP,"Finished Matapa, stew from Mozambique, closer serving angle showing texture, garnish, side dish, and sauce.. Realistic food photography, warm natural light, inspectable texture, culturally plausible plating, no readable text, no logos, no artificial plastic look, 4:3 crop.",AfroKitchen asset from shot list. Country=Mozambique; category=stew; role=serving.
3,2,kitchen-recipe,175,Matoke - Serving detail,matoke,matoke,/tools/afrokitchen/recipes/matoke/,/assets/img/kitchen/,matoke-2.webp,800x600,WebP,"Finished Matoke, main from Uganda, closer serving angle showing texture, garnish, side dish, and sauce.. Realistic food photography, warm natural light, inspectable texture, culturally plausible plating, no readable text, no logos, no artificial plastic look, 4:3 crop.",AfroKitchen asset from shot list. Country=Uganda; category=main; role=serving.
3,3,kitchen-recipe,175,Mauritian Biryani - Serving detail,mauritian-biryani-mu,mauritian-biryani-mu,/tools/afrokitchen/recipes/mauritian-biryani-mu/,/assets/img/kitchen/,mauritian-biryani-mu-2.webp,800x600,WebP,"Finished Mauritian Biryani, rice from Mauritius, closer serving angle showing texture, garnish, side dish, and sauce.. Realistic food photography, warm natural light, inspectable texture, culturally plausible plating, no readable text, no logos, no artificial plastic look, 4:3 crop.",AfroKitchen asset from shot list. Country=Mauritius; category=rice; role=serving.
3,4,kitchen-recipe,175,Mazondo - Serving detail,mazondo-zw,mazondo-zw,/tools/afrokitchen/recipes/mazondo-zw/,/assets/img/kitchen/,mazondo-zw-2.webp,800x600,WebP,"Finished Mazondo, stew from Zimbabwe, closer serving angle showing texture, garnish, side dish, and sauce.. Realistic food photography, warm natural light, inspectable texture, culturally plausible plating, no readable text, no logos, no artificial plastic look, 4:3 crop.",AfroKitchen asset from shot list. Country=Zimbabwe; category=stew; role=serving.
3,5,kitchen-recipe,175,Mbakbaka - Serving detail,mbakbaka-ly,mbakbaka-ly,/tools/afrokitchen/recipes/mbakbaka-ly/,/assets/img/kitchen/,mbakbaka-ly-2.webp,800x600,WebP,"Finished Mbakbaka, main from Libya, closer serving angle showing texture, garnish, side dish, and sauce.. Realistic food photography, warm natural light, inspectable texture, culturally plausible plating, no readable text, no logos, no artificial plastic look, 4:3 crop.",AfroKitchen asset from shot list. Country=Libya; category=main; role=serving.
3,6,kitchen-recipe,175,Mbatten - Serving detail,mbatten-ly,mbatten-ly,/tools/afrokitchen/recipes/mbatten-ly/,/assets/img/kitchen/,mbatten-ly-2.webp,800x600,WebP,"Finished Mbatten, snack from Libya, closer serving angle showing texture, garnish, side dish, and sauce.. Realistic food photography, warm natural light, inspectable texture, culturally plausible plating, no readable text, no logos, no artificial plastic look, 4:3 crop.",AfroKitchen asset from shot list. Country=Libya; category=snack; role=serving.
3,7,kitchen-recipe,175,Mbisi ya Makala - Serving detail,mbisi-ye-kalou-cg,mbisi-ye-kalou-cg,/tools/afrokitchen/recipes/mbisi-ye-kalou-cg/,/assets/img/kitchen/,mbisi-ye-kalou-cg-2.webp,800x600,WebP,"Finished Mbisi ya Makala, main from Republic of Congo, closer serving angle showing texture, garnish, side dish, and sauce.. Realistic food photography, warm natural light, inspectable texture, culturally plausible plating, no readable text, no logos, no artificial plastic look, 4:3 crop.",AfroKitchen asset from shot list. Country=Republic of Congo; category=main; role=serving.
3,8,kitchen-recipe,175,Mbongo Tchobi - Serving detail,mbongo-tchobi-cm,mbongo-tchobi-cm,/tools/afrokitchen/recipes/mbongo-tchobi-cm/,/assets/img/kitchen/,mbongo-tchobi-cm-2.webp,800x600,WebP,"Finished Mbongo Tchobi, seafood from Cameroon, closer serving angle showing texture, garnish, side dish, and sauce.. Realistic food photography, warm natural light, inspectable texture, culturally plausible plating, no readable text, no logos, no artificial plastic look, 4:3 crop.",AfroKitchen asset from shot list. Country=Cameroon; category=seafood; role=serving.
3,9,kitchen-recipe,175,Mchemsho - Serving detail,mchemsho-tz,mchemsho-tz,/tools/afrokitchen/recipes/mchemsho-tz/,/assets/img/kitchen/,mchemsho-tz-2.webp,800x600,WebP,"Finished Mchemsho, main from Tanzania, closer serving angle showing texture, garnish, side dish, and sauce.. Realistic food photography, warm natural light, inspectable texture, culturally plausible plating, no readable text, no logos, no artificial plastic look, 4:3 crop.",AfroKitchen asset from shot list. Country=Tanzania; category=main; role=serving.
3,10,kitchen-recipe,175,Mechoui - Serving detail,mechoui-mr,mechoui-mr,/tools/afrokitchen/recipes/mechoui-mr/,/assets/img/kitchen/,mechoui-mr-2.webp,800x600,WebP,"Finished Mechoui, main from Mauritania, closer serving angle showing texture, garnish, side dish, and sauce.. Realistic food photography, warm natural light, inspectable texture, culturally plausible plating, no readable text, no logos, no artificial plastic look, 4:3 crop.",AfroKitchen asset from shot list. Country=Mauritania; category=main; role=serving.
