batch,batch_index,type,priority,name,slug,source_id,route,save_folder,filename,dimensions,format,prompt,notes
1,1,car-hero,214,Toyota Land Cruiser 2004,toyota-land-cruiser-2004,toyota-land-cruiser-2004,/cars/vehicle/toyota-land-cruiser-2004/,/assets/img/cars/toyota/land-cruiser/2004/,toyota-land-cruiser-2004-hero.webp,800x500,WebP,"Create a clean catalogue-style vehicle hero image for a Toyota Land Cruiser 2004. Three-quarter front view, realistic lighting, neutral urban or driveway background, no license plate text, no dealership branding, no logo emphasis, accurate body shape for a suv, 16:10 crop.",Car detail hero and listing thumbnail. Body type=suv. Use WebP to match current car mediaLibrary convention.
1,2,car-hero,214,Toyota Noah / Voxy 2004,toyota-noah-2004,toyota-noah-2004,/cars/vehicle/toyota-noah-2004/,/assets/img/cars/toyota/noah/2004/,toyota-noah-2004-hero.webp,800x500,WebP,"Create a clean catalogue-style vehicle hero image for a Toyota Noah / Voxy 2004. Three-quarter front view, realistic lighting, neutral urban or driveway background, no license plate text, no dealership branding, no logo emphasis, accurate body shape for a mpv, 16:10 crop.",Car detail hero and listing thumbnail. Body type=mpv. Use WebP to match current car mediaLibrary convention.
1,3,car-hero,214,Toyota Prado 2004,toyota-prado-2004,toyota-prado-2004,/cars/vehicle/toyota-prado-2004/,/assets/img/cars/toyota/prado/2004/,toyota-prado-2004-hero.webp,800x500,WebP,"Create a clean catalogue-style vehicle hero image for a Toyota Prado 2004. Three-quarter front view, realistic lighting, neutral urban or driveway background, no license plate text, no dealership branding, no logo emphasis, accurate body shape for a suv, 16:10 crop.",Car detail hero and listing thumbnail. Body type=suv. Use WebP to match current car mediaLibrary convention.
1,4,car-hero,213,Toyota Camry 2003,toyota-camry-2003,toyota-camry-2003,/cars/vehicle/toyota-camry-2003/,/assets/img/cars/toyota/camry/2003/,toyota-camry-2003-hero.webp,800x500,WebP,"Create a clean catalogue-style vehicle hero image for a Toyota Camry 2003. Three-quarter front view, realistic lighting, neutral urban or driveway background, no license plate text, no dealership branding, no logo emphasis, accurate body shape for a sedan, 16:10 crop.",Car detail hero and listing thumbnail. Body type=sedan. Use WebP to match current car mediaLibrary convention.
1,5,car-hero,213,Toyota Corolla 2003,toyota-corolla-2003,toyota-corolla-2003,/cars/vehicle/toyota-corolla-2003/,/assets/img/cars/toyota/corolla/2003/,toyota-corolla-2003-hero.webp,800x500,WebP,"Create a clean catalogue-style vehicle hero image for a Toyota Corolla 2003. Three-quarter front view, realistic lighting, neutral urban or driveway background, no license plate text, no dealership branding, no logo emphasis, accurate body shape for a sedan, 16:10 crop.",Car detail hero and listing thumbnail. Body type=sedan. Use WebP to match current car mediaLibrary convention.
1,6,car-hero,205,BMW i4 2025,bmw-i4-2025,bmw-i4-2025,/cars/vehicle/bmw-i4-2025/,/assets/img/cars/bmw/i4/2025/,bmw-i4-2025-hero.webp,800x500,WebP,"Create a clean catalogue-style vehicle hero image for a BMW i4 2025. Three-quarter front view, realistic lighting, neutral urban or driveway background, no license plate text, no dealership branding, no logo emphasis, accurate body shape for a sedan, 16:10 crop.",Car detail hero and listing thumbnail. Body type=sedan. Use WebP to match current car mediaLibrary convention.
1,7,car-hero,205,BYD Seal 2025,byd-seal-2025,byd-seal-2025,/cars/vehicle/byd-seal-2025/,/assets/img/cars/byd/seal/2025/,byd-seal-2025-hero.webp,800x500,WebP,"Create a clean catalogue-style vehicle hero image for a BYD Seal 2025. Three-quarter front view, realistic lighting, neutral urban or driveway background, no license plate text, no dealership branding, no logo emphasis, accurate body shape for a sedan, 16:10 crop.",Car detail hero and listing thumbnail. Body type=sedan. Use WebP to match current car mediaLibrary convention.
1,8,car-hero,205,Chery Tiggo 7 Pro 2025,chery-tiggo-7-pro-2025,chery-tiggo-7-pro-2025,/cars/vehicle/chery-tiggo-7-pro-2025/,/assets/img/cars/chery/tiggo-7-pro/2025/,chery-tiggo-7-pro-2025-hero.webp,800x500,WebP,"Create a clean catalogue-style vehicle hero image for a Chery Tiggo 7 Pro 2025. Three-quarter front view, realistic lighting, neutral urban or driveway background, no license plate text, no dealership branding, no logo emphasis, accurate body shape for a suv, 16:10 crop.",Car detail hero and listing thumbnail. Body type=suv. Use WebP to match current car mediaLibrary convention.
1,9,car-hero,205,GAC Aion Y 2025,gac-aion-y-2025,gac-aion-y-2025,/cars/vehicle/gac-aion-y-2025/,/assets/img/cars/gac/aion-y/2025/,gac-aion-y-2025-hero.webp,800x500,WebP,"Create a clean catalogue-style vehicle hero image for a GAC Aion Y 2025. Three-quarter front view, realistic lighting, neutral urban or driveway background, no license plate text, no dealership branding, no logo emphasis, accurate body shape for a suv, 16:10 crop.",Car detail hero and listing thumbnail. Body type=suv. Use WebP to match current car mediaLibrary convention.
1,10,car-hero,205,Haval Jolion HEV 2025,haval-jolion-hev-2025,haval-jolion-hev-2025,/cars/vehicle/haval-jolion-hev-2025/,/assets/img/cars/haval/jolion-hev/2025/,haval-jolion-hev-2025-hero.webp,800x500,WebP,"Create a clean catalogue-style vehicle hero image for a Haval Jolion HEV 2025. Three-quarter front view, realistic lighting, neutral urban or driveway background, no license plate text, no dealership branding, no logo emphasis, accurate body shape for a suv, 16:10 crop.",Car detail hero and listing thumbnail. Body type=suv. Use WebP to match current car mediaLibrary convention.
