batch,batch_index,type,priority,name,slug,source_id,route,save_folder,filename,dimensions,format,prompt,notes
5,1,kitchen-recipe,165,Masa - Ingredient setup,masa-waina-ng,masa-waina-ng,/tools/afrokitchen/recipes/masa-waina-ng/,/assets/img/kitchen/,masa-waina-ng-3.webp,800x600,WebP,"Finished Masa, breakfast from Nigeria, key ingredients arranged naturally before cooking, bright kitchen light.. Realistic food photography, warm natural light, inspectable texture, culturally plausible plating, no readable text, no logos, no artificial plastic look, 4:3 crop.",AfroKitchen asset from shot list. Country=Nigeria; category=breakfast; role=ingredients.
5,2,kitchen-recipe,165,Mataba - Ingredient setup,mataba-comoros-km,mataba-comoros-km,/tools/afrokitchen/recipes/mataba-comoros-km/,/assets/img/kitchen/,mataba-comoros-km-3.webp,800x600,WebP,"Finished Mataba, stew from Comoros, key ingredients arranged naturally before cooking, bright kitchen light.. Realistic food photography, warm natural light, inspectable texture, culturally plausible plating, no readable text, no logos, no artificial plastic look, 4:3 crop.",AfroKitchen asset from shot list. Country=Comoros; category=stew; role=ingredients.
5,3,kitchen-recipe,165,Matapa - Ingredient setup,matapa,matapa,/tools/afrokitchen/recipes/matapa/,/assets/img/kitchen/,matapa-3.webp,800x600,WebP,"Finished Matapa, stew from Mozambique, key ingredients arranged naturally before cooking, bright kitchen light.. Realistic food photography, warm natural light, inspectable texture, culturally plausible plating, no readable text, no logos, no artificial plastic look, 4:3 crop.",AfroKitchen asset from shot list. Country=Mozambique; category=stew; role=ingredients.
5,4,kitchen-recipe,165,Matapa - Ingredient setup,matapa-mz,matapa-mz,/tools/afrokitchen/recipes/matapa-mz/,/assets/img/kitchen/,matapa-mz-3.webp,800x600,WebP,"Finished Matapa, stew from Mozambique, key ingredients arranged naturally before cooking, bright kitchen light.. Realistic food photography, warm natural light, inspectable texture, culturally plausible plating, no readable text, no logos, no artificial plastic look, 4:3 crop.",AfroKitchen asset from shot list. Country=Mozambique; category=stew; role=ingredients.
5,5,kitchen-recipe,165,Matoke - Ingredient setup,matoke,matoke,/tools/afrokitchen/recipes/matoke/,/assets/img/kitchen/,matoke-3.webp,800x600,WebP,"Finished Matoke, main from Uganda, key ingredients arranged naturally before cooking, bright kitchen light.. Realistic food photography, warm natural light, inspectable texture, culturally plausible plating, no readable text, no logos, no artificial plastic look, 4:3 crop.",AfroKitchen asset from shot list. Country=Uganda; category=main; role=ingredients.
5,6,kitchen-recipe,165,Mauritian Biryani - Ingredient setup,mauritian-biryani-mu,mauritian-biryani-mu,/tools/afrokitchen/recipes/mauritian-biryani-mu/,/assets/img/kitchen/,mauritian-biryani-mu-3.webp,800x600,WebP,"Finished Mauritian Biryani, rice from Mauritius, key ingredients arranged naturally before cooking, bright kitchen light.. Realistic food photography, warm natural light, inspectable texture, culturally plausible plating, no readable text, no logos, no artificial plastic look, 4:3 crop.",AfroKitchen asset from shot list. Country=Mauritius; category=rice; role=ingredients.
5,7,kitchen-recipe,165,Mazondo - Ingredient setup,mazondo-zw,mazondo-zw,/tools/afrokitchen/recipes/mazondo-zw/,/assets/img/kitchen/,mazondo-zw-3.webp,800x600,WebP,"Finished Mazondo, stew from Zimbabwe, key ingredients arranged naturally before cooking, bright kitchen light.. Realistic food photography, warm natural light, inspectable texture, culturally plausible plating, no readable text, no logos, no artificial plastic look, 4:3 crop.",AfroKitchen asset from shot list. Country=Zimbabwe; category=stew; role=ingredients.
5,8,kitchen-recipe,165,Mbakbaka - Ingredient setup,mbakbaka-ly,mbakbaka-ly,/tools/afrokitchen/recipes/mbakbaka-ly/,/assets/img/kitchen/,mbakbaka-ly-3.webp,800x600,WebP,"Finished Mbakbaka, main from Libya, key ingredients arranged naturally before cooking, bright kitchen light.. Realistic food photography, warm natural light, inspectable texture, culturally plausible plating, no readable text, no logos, no artificial plastic look, 4:3 crop.",AfroKitchen asset from shot list. Country=Libya; category=main; role=ingredients.
5,9,kitchen-recipe,165,Mbatten - Ingredient setup,mbatten-ly,mbatten-ly,/tools/afrokitchen/recipes/mbatten-ly/,/assets/img/kitchen/,mbatten-ly-3.webp,800x600,WebP,"Finished Mbatten, snack from Libya, key ingredients arranged naturally before cooking, bright kitchen light.. Realistic food photography, warm natural light, inspectable texture, culturally plausible plating, no readable text, no logos, no artificial plastic look, 4:3 crop.",AfroKitchen asset from shot list. Country=Libya; category=snack; role=ingredients.
5,10,kitchen-recipe,165,Mbisi ya Makala - Ingredient setup,mbisi-ye-kalou-cg,mbisi-ye-kalou-cg,/tools/afrokitchen/recipes/mbisi-ye-kalou-cg/,/assets/img/kitchen/,mbisi-ye-kalou-cg-3.webp,800x600,WebP,"Finished Mbisi ya Makala, main from Republic of Congo, key ingredients arranged naturally before cooking, bright kitchen light.. Realistic food photography, warm natural light, inspectable texture, culturally plausible plating, no readable text, no logos, no artificial plastic look, 4:3 crop.",AfroKitchen asset from shot list. Country=Republic of Congo; category=main; role=ingredients.
