batch,batch_index,type,priority,name,slug,source_id,route,save_folder,filename,dimensions,format,prompt,notes
4,1,kitchen-recipe,165,Bariis Iskukaris - Ingredient setup,bariis-iskukaris,bariis-iskukaris,/tools/afrokitchen/recipes/bariis-iskukaris/,/assets/img/kitchen/,bariis-iskukaris-3.webp,800x600,WebP,"Finished Bariis Iskukaris, main from Somalia, key ingredients arranged naturally before cooking, bright kitchen light.. Realistic food photography, warm natural light, inspectable texture, culturally plausible plating, no readable text, no logos, no artificial plastic look, 4:3 crop.",AfroKitchen asset from shot list. Country=Somalia; category=main; role=ingredients.
4,2,kitchen-recipe,165,Basbousa - Ingredient setup,basbousa-sd,basbousa-sd,/tools/afrokitchen/recipes/basbousa-sd/,/assets/img/kitchen/,basbousa-sd-3.webp,800x600,WebP,"Finished Basbousa, dessert from Sudan, key ingredients arranged naturally before cooking, bright kitchen light.. Realistic food photography, warm natural light, inspectable texture, culturally plausible plating, no readable text, no logos, no artificial plastic look, 4:3 crop.",AfroKitchen asset from shot list. Country=Sudan; category=dessert; role=ingredients.
4,3,kitchen-recipe,165,Bazin - Ingredient setup,bazin-ly,bazin-ly,/tools/afrokitchen/recipes/bazin-ly/,/assets/img/kitchen/,bazin-ly-3.webp,800x600,WebP,"Finished Bazin, main from Libya, key ingredients arranged naturally before cooking, bright kitchen light.. Realistic food photography, warm natural light, inspectable texture, culturally plausible plating, no readable text, no logos, no artificial plastic look, 4:3 crop.",AfroKitchen asset from shot list. Country=Libya; category=main; role=ingredients.
4,4,kitchen-recipe,165,Beignets de Banane - Ingredient setup,beignets-banane-ga,beignets-banane-ga,/tools/afrokitchen/recipes/beignets-banane-ga/,/assets/img/kitchen/,beignets-banane-ga-3.webp,800x600,WebP,"Finished Beignets de Banane, dessert from Gabon, key ingredients arranged naturally before cooking, bright kitchen light.. Realistic food photography, warm natural light, inspectable texture, culturally plausible plating, no readable text, no logos, no artificial plastic look, 4:3 crop.",AfroKitchen asset from shot list. Country=Gabon; category=dessert; role=ingredients.
4,5,kitchen-recipe,165,Benachin - Ingredient setup,benachin-gm,benachin-gm,/tools/afrokitchen/recipes/benachin-gm/,/assets/img/kitchen/,benachin-gm-3.webp,800x600,WebP,"Finished Benachin, main from Gambia, key ingredients arranged naturally before cooking, bright kitchen light.. Realistic food photography, warm natural light, inspectable texture, culturally plausible plating, no readable text, no logos, no artificial plastic look, 4:3 crop.",AfroKitchen asset from shot list. Country=Gambia; category=main; role=ingredients.
4,6,kitchen-recipe,165,Benga - Ingredient setup,benga-bf,benga-bf,/tools/afrokitchen/recipes/benga-bf/,/assets/img/kitchen/,benga-bf-3.webp,800x600,WebP,"Finished Benga, main from Burkina Faso, key ingredients arranged naturally before cooking, bright kitchen light.. Realistic food photography, warm natural light, inspectable texture, culturally plausible plating, no readable text, no logos, no artificial plastic look, 4:3 crop.",AfroKitchen asset from shot list. Country=Burkina Faso; category=main; role=ingredients.
4,7,kitchen-recipe,165,Bessara - Ingredient setup,bessara-ma,bessara-ma,/tools/afrokitchen/recipes/bessara-ma/,/assets/img/kitchen/,bessara-ma-3.webp,800x600,WebP,"Finished Bessara, soup from Morocco, key ingredients arranged naturally before cooking, bright kitchen light.. Realistic food photography, warm natural light, inspectable texture, culturally plausible plating, no readable text, no logos, no artificial plastic look, 4:3 crop.",AfroKitchen asset from shot list. Country=Morocco; category=soup; role=ingredients.
4,8,kitchen-recipe,165,Bilola - Ingredient setup,bilola-gq,bilola-gq,/tools/afrokitchen/recipes/bilola-gq/,/assets/img/kitchen/,bilola-gq-3.webp,800x600,WebP,"Finished Bilola, snack from Equatorial Guinea, key ingredients arranged naturally before cooking, bright kitchen light.. Realistic food photography, warm natural light, inspectable texture, culturally plausible plating, no readable text, no logos, no artificial plastic look, 4:3 crop.",AfroKitchen asset from shot list. Country=Equatorial Guinea; category=snack; role=ingredients.
4,9,kitchen-recipe,165,Binch Akara - Ingredient setup,binch-akara-sl,binch-akara-sl,/tools/afrokitchen/recipes/binch-akara-sl/,/assets/img/kitchen/,binch-akara-sl-3.webp,800x600,WebP,"Finished Binch Akara, snack from Sierra Leone, key ingredients arranged naturally before cooking, bright kitchen light.. Realistic food photography, warm natural light, inspectable texture, culturally plausible plating, no readable text, no logos, no artificial plastic look, 4:3 crop.",AfroKitchen asset from shot list. Country=Sierra Leone; category=snack; role=ingredients.
4,10,kitchen-recipe,165,Binyebwa - Ingredient setup,binyebwa-ug,binyebwa-ug,/tools/afrokitchen/recipes/binyebwa-ug/,/assets/img/kitchen/,binyebwa-ug-3.webp,800x600,WebP,"Finished Binyebwa, sauce from Uganda, key ingredients arranged naturally before cooking, bright kitchen light.. Realistic food photography, warm natural light, inspectable texture, culturally plausible plating, no readable text, no logos, no artificial plastic look, 4:3 crop.",AfroKitchen asset from shot list. Country=Uganda; category=sauce; role=ingredients.
4,11,kitchen-recipe,165,Blabla - Ingredient setup,blabla-st,blabla-st,/tools/afrokitchen/recipes/blabla-st/,/assets/img/kitchen/,blabla-st-3.webp,800x600,WebP,"Finished Blabla, seafood from Sao Tome and Principe, key ingredients arranged naturally before cooking, bright kitchen light.. Realistic food photography, warm natural light, inspectable texture, culturally plausible plating, no readable text, no logos, no artificial plastic look, 4:3 crop.",AfroKitchen asset from shot list. Country=Sao Tome and Principe; category=seafood; role=ingredients.
4,12,kitchen-recipe,165,Bobotie - Ingredient setup,bobotie-za,bobotie-za,/tools/afrokitchen/recipes/bobotie-za/,/assets/img/kitchen/,bobotie-za-3.webp,800x600,WebP,"Finished Bobotie, main from South Africa, key ingredients arranged naturally before cooking, bright kitchen light.. Realistic food photography, warm natural light, inspectable texture, culturally plausible plating, no readable text, no logos, no artificial plastic look, 4:3 crop.",AfroKitchen asset from shot list. Country=South Africa; category=main; role=ingredients.
