batch,batch_index,type,priority,name,slug,source_id,route,save_folder,filename,dimensions,format,prompt,notes
2,1,kitchen-recipe,175,Bazin - Serving detail,bazin-ly,bazin-ly,/tools/afrokitchen/recipes/bazin-ly/,/assets/img/kitchen/,bazin-ly-2.webp,800x600,WebP,"Finished Bazin, main from Libya, closer serving angle showing texture, garnish, side dish, and sauce.. Realistic food photography, warm natural light, inspectable texture, culturally plausible plating, no readable text, no logos, no artificial plastic look, 4:3 crop.",AfroKitchen asset from shot list. Country=Libya; category=main; role=serving.
2,2,kitchen-recipe,175,Beignets de Banane - Serving detail,beignets-banane-ga,beignets-banane-ga,/tools/afrokitchen/recipes/beignets-banane-ga/,/assets/img/kitchen/,beignets-banane-ga-2.webp,800x600,WebP,"Finished Beignets de Banane, dessert from Gabon, closer serving angle showing texture, garnish, side dish, and sauce.. Realistic food photography, warm natural light, inspectable texture, culturally plausible plating, no readable text, no logos, no artificial plastic look, 4:3 crop.",AfroKitchen asset from shot list. Country=Gabon; category=dessert; role=serving.
2,3,kitchen-recipe,175,Benachin - Serving detail,benachin-gm,benachin-gm,/tools/afrokitchen/recipes/benachin-gm/,/assets/img/kitchen/,benachin-gm-2.webp,800x600,WebP,"Finished Benachin, main from Gambia, closer serving angle showing texture, garnish, side dish, and sauce.. Realistic food photography, warm natural light, inspectable texture, culturally plausible plating, no readable text, no logos, no artificial plastic look, 4:3 crop.",AfroKitchen asset from shot list. Country=Gambia; category=main; role=serving.
2,4,kitchen-recipe,175,Benga - Serving detail,benga-bf,benga-bf,/tools/afrokitchen/recipes/benga-bf/,/assets/img/kitchen/,benga-bf-2.webp,800x600,WebP,"Finished Benga, main from Burkina Faso, closer serving angle showing texture, garnish, side dish, and sauce.. Realistic food photography, warm natural light, inspectable texture, culturally plausible plating, no readable text, no logos, no artificial plastic look, 4:3 crop.",AfroKitchen asset from shot list. Country=Burkina Faso; category=main; role=serving.
2,5,kitchen-recipe,175,Bessara - Serving detail,bessara-ma,bessara-ma,/tools/afrokitchen/recipes/bessara-ma/,/assets/img/kitchen/,bessara-ma-2.webp,800x600,WebP,"Finished Bessara, soup from Morocco, closer serving angle showing texture, garnish, side dish, and sauce.. Realistic food photography, warm natural light, inspectable texture, culturally plausible plating, no readable text, no logos, no artificial plastic look, 4:3 crop.",AfroKitchen asset from shot list. Country=Morocco; category=soup; role=serving.
2,6,kitchen-recipe,175,Bilola - Serving detail,bilola-gq,bilola-gq,/tools/afrokitchen/recipes/bilola-gq/,/assets/img/kitchen/,bilola-gq-2.webp,800x600,WebP,"Finished Bilola, snack from Equatorial Guinea, closer serving angle showing texture, garnish, side dish, and sauce.. Realistic food photography, warm natural light, inspectable texture, culturally plausible plating, no readable text, no logos, no artificial plastic look, 4:3 crop.",AfroKitchen asset from shot list. Country=Equatorial Guinea; category=snack; role=serving.
2,7,kitchen-recipe,175,Binch Akara - Serving detail,binch-akara-sl,binch-akara-sl,/tools/afrokitchen/recipes/binch-akara-sl/,/assets/img/kitchen/,binch-akara-sl-2.webp,800x600,WebP,"Finished Binch Akara, snack from Sierra Leone, closer serving angle showing texture, garnish, side dish, and sauce.. Realistic food photography, warm natural light, inspectable texture, culturally plausible plating, no readable text, no logos, no artificial plastic look, 4:3 crop.",AfroKitchen asset from shot list. Country=Sierra Leone; category=snack; role=serving.
2,8,kitchen-recipe,175,Binyebwa - Serving detail,binyebwa-ug,binyebwa-ug,/tools/afrokitchen/recipes/binyebwa-ug/,/assets/img/kitchen/,binyebwa-ug-2.webp,800x600,WebP,"Finished Binyebwa, sauce from Uganda, closer serving angle showing texture, garnish, side dish, and sauce.. Realistic food photography, warm natural light, inspectable texture, culturally plausible plating, no readable text, no logos, no artificial plastic look, 4:3 crop.",AfroKitchen asset from shot list. Country=Uganda; category=sauce; role=serving.
2,9,kitchen-recipe,175,Blabla - Serving detail,blabla-st,blabla-st,/tools/afrokitchen/recipes/blabla-st/,/assets/img/kitchen/,blabla-st-2.webp,800x600,WebP,"Finished Blabla, seafood from Sao Tome and Principe, closer serving angle showing texture, garnish, side dish, and sauce.. Realistic food photography, warm natural light, inspectable texture, culturally plausible plating, no readable text, no logos, no artificial plastic look, 4:3 crop.",AfroKitchen asset from shot list. Country=Sao Tome and Principe; category=seafood; role=serving.
2,10,kitchen-recipe,175,Bobotie - Serving detail,bobotie-za,bobotie-za,/tools/afrokitchen/recipes/bobotie-za/,/assets/img/kitchen/,bobotie-za-2.webp,800x600,WebP,"Finished Bobotie, main from South Africa, closer serving angle showing texture, garnish, side dish, and sauce.. Realistic food photography, warm natural light, inspectable texture, culturally plausible plating, no readable text, no logos, no artificial plastic look, 4:3 crop.",AfroKitchen asset from shot list. Country=South Africa; category=main; role=serving.
