scholarship id,name,provider,destination,level,field,current deadline status,current deadline date,source URL,last checked,priority score,suggested action
f88d79bb-b783-4f1b-ac33-80efad5bf63d,Clarendon Scholarships,University of Oxford,uk,masters; phd,any,unclear,,https://www.ox.ac.uk/clarendon,2026-05-19T19:23:32.732+00:00,125,Open official/source URL and verify whether a 2026 deadline is published.
26a06314-06fd-4c40-8b02-fe726a5c18e0,Graduate Research Scholarships,University of Melbourne,australia,masters; phd,any,unclear,,https://scholarships.unimelb.edu.au/awards/graduate-research-scholarships,2026-05-19T19:23:32.732+00:00,125,Open official/source URL and verify whether a 2026 deadline is published.
7fdfb2c8-4a3e-4cb6-baea-adc7b6f8f4b8,Reach Oxford Scholarship,University of Oxford,uk,undergrad,any,unclear,,https://www.ox.ac.uk/admissions/undergraduate/fees-and-funding/oxford-support/reach-oxford-scholarship,2026-05-19T19:23:32.732+00:00,125,Open official/source URL and verify whether a 2026 deadline is published.
f35a7b83-f196-4237-b690-aceac9c31a13,Weidenfeld-Hoffmann Scholarships and Leadership Programme,University of Oxford,uk,masters,any,unclear,,https://www.ox.ac.uk/admissions/graduate/fees-and-funding/fees-funding-and-scholarship-search/weidenfeld-hoffmann-scholarships-and-leadership-programme,2026-05-19T19:23:32.732+00:00,125,Open official/source URL and verify whether a 2026 deadline is published.
e401a9ab-e573-4756-baf4-90014383480a,Australia Awards Africa,Australian Government,australia,masters,law; any,unclear,,https://www.dfat.gov.au/people-to-people/australia-awards,2026-05-19T19:23:32.732+00:00,117,Open official/source URL and verify whether a 2026 deadline is published.
6ceabfa5-6dfc-4054-8750-6154a7b1353e,Cambridge Mastercard Foundation Scholars Program,University of Cambridge,uk,masters,any,unclear,,https://www.mastercardfoundation.fund.cam.ac.uk/,2026-05-19T19:23:32.732+00:00,117,Open official/source URL and verify whether a 2026 deadline is published.
fa3d4885-b0e8-494f-9878-5efc77d08b2b,Chancellor's International Scholarship,University of Warwick,uk,phd,any,unclear,,https://warwick.ac.uk/services/dc/schols_fund/scholarships_and_funding/chancellors_int,2026-05-19T19:23:32.732+00:00,117,Open official/source URL and verify whether a 2026 deadline is published.
afa7e098-c635-4a4b-9c75-c607ab239223,Knight-Hennessy Scholars,Stanford University,us,masters; phd,any,unclear,,https://knight-hennessy.stanford.edu/,2026-05-19T19:23:32.732+00:00,117,Open official/source URL and verify whether a 2026 deadline is published.
f33f1dff-c0c3-43c4-8eeb-bbcecd7331d0,Lester B. Pearson International Scholarship,University of Toronto,canada,undergrad,any,unclear,,https://future.utoronto.ca/pearson/about/,2026-05-19T19:23:32.732+00:00,117,Open official/source URL and verify whether a 2026 deadline is published.
93064862-bd81-4ced-82eb-7dd325e62825,McGill Mastercard Foundation Scholars Program,McGill University,canada,masters,any,unclear,,https://www.mcgill.ca/mastercardfdn-scholars/,2026-05-19T19:23:32.732+00:00,117,Open official/source URL and verify whether a 2026 deadline is published.
9c7b1061-ac60-493d-b35e-0376fa193c11,Sciences Po Mastercard Foundation Scholars Program,Sciences Po,eu,masters,stem; any,unclear,,https://www.sciencespo.fr/students/en/fees-funding/bursaries-financial-aid/mastercard-foundation-scholars-program/,2026-05-19T19:23:32.732+00:00,117,Open official/source URL and verify whether a 2026 deadline is published.
4ed80dda-b00f-4bc0-a335-f4fd576d5be3,Stanford Africa MBA Fellowship,Stanford Graduate School of Business,us,masters,business; any,unclear,,https://www.gsb.stanford.edu/programs/mba/financial-aid/types-aid/stanford-africa-mba-fellowship,2026-05-19T19:23:32.732+00:00,117,Open official/source URL and verify whether a 2026 deadline is published.
a27ccb4b-c28b-4a4f-91bd-bb2905c83b2d,UBC Mastercard Foundation Scholars Program,University of British Columbia,canada,undergrad,any,unclear,,https://mastercardfdn.scholars.ubc.ca/,2026-05-19T19:23:32.732+00:00,117,Open official/source URL and verify whether a 2026 deadline is published.
934e491a-ecf5-49ae-9d7d-2e05b516d5eb,University of Sydney International Scholarship,University of Sydney,australia,masters; phd,any,unclear,,https://www.sydney.edu.au/scholarships/e/university-sydney-international-scholarship.html,2026-05-19T19:23:32.732+00:00,117,Open official/source URL and verify whether a 2026 deadline is published.
cd46be9f-d643-4f07-9229-fb232f02b93e,City St George's Scholarships,City St George's University of London,uk,undergrad; masters,any,unclear,,https://www.citystgeorges.ac.uk/prospective-students/finance/scholarships,2026-05-19T19:23:32.732+00:00,110,Open official/source URL and verify whether a 2026 deadline is published.
659e79ad-11a2-4c63-8ac5-f43779eb835e,Monash International Merit Scholarship,Monash University,australia,undergrad; masters,any,unclear,,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship/monash-international-merit-scholarship-5770,2026-05-19T19:23:32.732+00:00,110,Open official/source URL and verify whether a 2026 deadline is published.
ea139a3f-4685-4ce7-8afa-ebbe0b7cd230,University of Pretoria Mastercard Foundation Scholars Program,University of Pretoria,africa,undergrad; masters,any,unclear,,https://www.up.ac.za/mastercard-foundation-scholarship-program,2026-05-19T19:23:32.732+00:00,110,Open official/source URL and verify whether a 2026 deadline is published.
553961b7-1020-477b-a01c-1aaf2d958054,Utrecht Excellence Scholarships,Utrecht University,eu,masters,any,unclear,,https://www.uu.nl/en/masters/general-information/international-students/financial-matters/grants-and-scholarships/utrecht-excellence-scholarships,2026-05-19T19:23:32.732+00:00,110,Open official/source URL and verify whether a 2026 deadline is published.
95199879-2c46-453b-9cbb-b64f2da7f3d0,Vice-Chancellor's International Scholarship,Deakin University,australia,undergrad; masters,any,unclear,,https://www.deakin.edu.au/study/fees-and-scholarships/scholarships/find-a-scholarship/deakin-vice-chancellors-international-scholarship,2026-05-19T19:23:32.732+00:00,110,Open official/source URL and verify whether a 2026 deadline is published.
2f676d8e-e764-44f3-b4c8-34c95957342b,Vice-Chancellor's International Scholarship,Macquarie University,australia,undergrad; masters,any,unclear,,https://www.mq.edu.au/study/admissions-and-entry/scholarships/international/vice-chancellors-international-scholarship,2026-05-19T19:23:32.732+00:00,110,Open official/source URL and verify whether a 2026 deadline is published.
82882727-06ab-47ea-844b-374519bac6d2,Eiffel Excellence Scholarship Program,Campus France,eu,masters; phd,any,unclear,,https://www.campusfrance.org/en/eiffel-scholarship-program-of-excellence,2026-05-19T19:23:32.732+00:00,105,Open official/source URL and verify whether a 2026 deadline is published.
ed6dafcf-5212-4bf6-b59c-dcf1244252f6,ENS International Selection,Ecole Normale Superieure,eu,masters,any,unclear,,https://www.ens.psl.eu/en/academics/admissions/international-selection,2026-05-19T19:23:32.732+00:00,105,Open official/source URL and verify whether a 2026 deadline is published.
6431e348-8550-42db-81f6-b037217fb6d0,ETH Zurich Excellence Scholarship and Opportunity Programme,ETH Zurich,eu,masters,stem; any,unclear,,https://ethz.ch/students/en/studies/financial/scholarships/excellencescholarship.html,2026-05-19T19:23:32.732+00:00,105,Open official/source URL and verify whether a 2026 deadline is published.
d07a5cdf-5133-4869-a3b8-353bcb434b95,Ireland Fellows Programme,Irish Aid,eu,masters,any,unclear,,https://www.irishaidfellowships.ie/,2026-05-19T19:23:32.732+00:00,105,Open official/source URL and verify whether a 2026 deadline is published.
94de36d7-72c0-4f55-b636-fbad110432a6,Swedish Institute Scholarships,Swedish Institute,eu,masters,any,unclear,,https://si.se/en/apply/scholarships/,2026-05-19T19:23:32.732+00:00,105,Open official/source URL and verify whether a 2026 deadline is published.
41ae0c07-802c-4900-9c9e-1fb352a1b2cc,VLIR-UOS ICP Connect Scholarships,VLIR-UOS,eu,masters,any,unclear,,https://www.vliruos.be/en/scholarships,2026-05-19T19:23:32.732+00:00,105,Open official/source URL and verify whether a 2026 deadline is published.
b42c2877-d1a5-4f7f-8f75-db725d399a67,Aalto Scholarships and Tuition Fees,Aalto University,eu,undergrad; masters; phd,any,unclear,,https://www.aalto.fi/en/admission-services/scholarships-and-tuition-fees,2026-05-19T19:23:32.732+00:00,102,Open official/source URL and verify whether a 2026 deadline is published.
5462b92d-ebce-4c0c-a1b0-2274b5b6f476,ANU Chancellor's International Scholarship,Australian National University,australia,undergrad; masters,any,unclear,,https://www.anu.edu.au/study/scholarships/find-a-scholarship/anu-chancellors-international-scholarship,2026-05-19T19:23:32.732+00:00,102,Open official/source URL and verify whether a 2026 deadline is published.
e378a46c-6471-41f6-ad07-ae8bd3f4c2bd,Brunel University Scholarships,Brunel University London,uk,undergrad; masters; phd,any,unclear,,https://www.brunel.ac.uk/scholarships,2026-05-19T19:23:32.732+00:00,102,Open official/source URL and verify whether a 2026 deadline is published.
ac8c9562-9cdc-49ad-9e16-5c656407a8c4,Cambridge Trust Scholarships,Cambridge Trust,uk,undergrad; masters; phd,any,unclear,,https://www.cambridgetrust.org/scholarships/,2026-05-19T19:23:32.732+00:00,102,Open official/source URL and verify whether a 2026 deadline is published.
092c6513-bd87-4e08-aaf9-2b9d2faef5f7,Carleton Awards and Financial Aid,Carleton University,canada,undergrad; masters; phd,any,unclear,,https://carleton.ca/awards/,2026-05-19T19:23:32.732+00:00,102,Open official/source URL and verify whether a 2026 deadline is published.
4d53d03e-5277-4539-9f68-249dc5a8750b,Chalmers Scholarships,Chalmers University of Technology,eu,masters,stem; any,unclear,,https://www.chalmers.se/en/education/fees-finance/scholarships/,2026-05-19T19:23:32.732+00:00,102,Open official/source URL and verify whether a 2026 deadline is published.
7d1f82b9-997f-4098-9489-2cf7e3d675cc,Chancellor's International Scholarships,University of Sussex,uk,masters,any,unclear,,https://www.sussex.ac.uk/study/fees-funding/masters-scholarships/view/1541-Chancellors-International-Scholarships,2026-05-19T19:23:32.732+00:00,102,Open official/source URL and verify whether a 2026 deadline is published.
14352a23-2897-426b-af00-9ae03e674457,Chevening Scholarship,UK Government (FCDO),uk,masters,any,upcoming,,https://www.chevening.org,2026-05-21T06:34:33.643+00:00,102,Verify the exact cycle date when published; do not convert month-only text into a date.
24821813-a502-4285-87fa-facfbc082c72,Commonwealth Scholarship,Commonwealth Secretariat,uk,masters; phd,any,upcoming,,https://cscuk.fcdo.gov.uk,2026-05-21T06:34:33.644+00:00,102,Verify the exact cycle date when published; do not convert month-only text into a date.
454c7998-c51e-49ab-b0c3-b56bbeab3963,Concordia Scholarships and Funding,Concordia University,canada,undergrad; masters; phd,any,unclear,,https://www.concordia.ca/students/financial/scholarships-funding.html,2026-05-19T19:23:32.732+00:00,102,Open official/source URL and verify whether a 2026 deadline is published.
00381b2d-dbbb-4c15-9a9b-d95fbaffb3da,Curtin Scholarships,Curtin University,australia,undergrad; masters; phd,any,unclear,,https://scholarships.curtin.edu.au/,2026-05-19T19:23:32.732+00:00,102,Open official/source URL and verify whether a 2026 deadline is published.
45ae978a-6514-43c2-a9d5-90f5bf771caf,DAAD Scholarship,German Academic Exchange Service,eu,masters; phd; postdoc,any,upcoming,,https://www.daad.de,2026-05-21T06:34:33.644+00:00,102,Verify the exact cycle date when published; do not convert month-only text into a date.
7af73bce-ad55-4677-ba83-e991651c88bc,Durham University Scholarships,Durham University,uk,undergrad; masters; phd,any,unclear,,https://www.durham.ac.uk/study/scholarships/,2026-05-19T19:23:32.732+00:00,102,Open official/source URL and verify whether a 2026 deadline is published.
7dfbb592-f84c-4093-9d6b-fe42ce46e88a,EduCanada Scholarships,Government of Canada,canada,undergrad; masters; phd; postdoc,law; any,unclear,,https://www.educanada.ca/scholarships-bourses/index.aspx,2026-05-19T19:23:32.732+00:00,102,Open official/source URL and verify whether a 2026 deadline is published.
252664fe-1cbe-47a6-a580-be37fc246ef6,Erasmus Mundus Joint Masters,European Commission,eu,masters,stem; arts; any,upcoming,,https://www.eacea.ec.europa.eu/scholarships/erasmus-mundus,2026-05-21T06:34:33.644+00:00,102,Verify the exact cycle date when published; do not convert month-only text into a date.
ac8c85d5-3b81-4e21-a885-7819b115f21a,Erasmus University Rotterdam Scholarships,Erasmus University Rotterdam,eu,undergrad; masters; phd,any,unclear,,https://www.eur.nl/en/education/practical-matters/financial-matters/scholarships-grants,2026-05-19T19:23:32.732+00:00,102,Open official/source URL and verify whether a 2026 deadline is published.
91036d37-7623-4159-81b7-ec5acb24d11c,Flinders Scholarships,Flinders University,australia,undergrad; masters; phd,any,unclear,,https://www.flinders.edu.au/scholarships,2026-05-19T19:23:32.732+00:00,102,Open official/source URL and verify whether a 2026 deadline is published.
659d8c97-f0cf-4e30-881a-5eb5e660a640,Fulbright Foreign Student Program,US Department of State,us,masters; phd,any,upcoming,,https://foreign.fulbrightonline.org,2026-05-21T06:34:33.643+00:00,102,Verify the exact cycle date when published; do not convert month-only text into a date.
3121ca5c-cde6-41c9-961d-ffb3af184e94,Gates Cambridge Scholarship,Gates Foundation,uk,masters; phd,any,upcoming,,https://www.gatescambridge.org,2026-05-21T06:34:33.643+00:00,102,Verify the exact cycle date when published; do not convert month-only text into a date.
781ffeb1-e3f2-4e49-b593-09a6358cabb4,Goldsmiths Scholarships,Goldsmiths University of London,uk,undergrad; masters; phd,any,unclear,,https://www.gold.ac.uk/fees-funding/scholarships/,2026-05-19T19:23:32.732+00:00,102,Open official/source URL and verify whether a 2026 deadline is published.
ecb4555d-4133-4ce3-bd33-8e2a29e11384,Hungarian Government Scholarship,Tempus Public Foundation,eu,undergrad; masters; phd,any,upcoming,,https://stipendiumhungaricum.hu,2026-05-21T06:34:33.644+00:00,102,Verify the exact cycle date when published; do not convert month-only text into a date.
842ecc95-8bc1-4601-b63b-4f574870d7ac,IE University Scholarships,IE University,eu,undergrad; masters,any,unclear,,https://www.ie.edu/financial-aid/scholarships/,2026-05-19T19:23:32.732+00:00,102,Open official/source URL and verify whether a 2026 deadline is published.
c72dd1f7-2505-45ae-8af1-f824c52da744,International Undergraduate Merit Scholarship,University of Sheffield,uk,undergrad,any,unclear,,https://www.sheffield.ac.uk/international/fees-and-funding/scholarships/undergraduate/international-undergraduate-merit-scholarship,2026-05-19T19:23:32.732+00:00,102,Open official/source URL and verify whether a 2026 deadline is published.
9faac541-08f3-4557-83b8-94f54a22d605,Leiden University Excellence Scholarship,Leiden University,eu,masters,any,unclear,,https://www.universiteitleiden.nl/en/scholarships/sea/leiden-university-excellence-scholarship-lexs,2026-05-19T19:23:32.732+00:00,102,Open official/source URL and verify whether a 2026 deadline is published.
db007c3b-9356-49bd-acde-df180e7eaae9,Mandela Rhodes Scholarship,Mandela Rhodes Foundation,africa,masters,any,unclear,,https://mandelarhodes.org/scholarship/,2026-05-19T19:23:32.732+00:00,102,Open official/source URL and verify whether a 2026 deadline is published.
cd026bfb-83bf-440f-aae3-5a26104d7e2e,Mastercard Foundation Scholars,Mastercard Foundation,global,undergrad; masters,any,unclear,,https://mastercardfdn.org/all/scholars,2026-05-21T06:34:33.644+00:00,102,Open official/source URL and verify whether a 2026 deadline is published.
f5a86c73-6188-4ce3-a40d-23b7c8b33cc7,McGill Entrance Scholarships,McGill University,canada,undergrad,any,unclear,,https://www.mcgill.ca/studentaid/scholarships-aid/future-undergrads/entrance-scholarships,2026-05-19T19:23:32.732+00:00,102,Open official/source URL and verify whether a 2026 deadline is published.
c451ca28-e12d-46da-a0ea-73279944ed49,MEXT Scholarships,Government of Japan,global,undergrad; masters; phd,stem; any,unclear,,https://www.studyinjapan.go.jp/en/planning/scholarships/mext-scholarships/,2026-05-19T19:23:32.732+00:00,102,Open official/source URL and verify whether a 2026 deadline is published.
5400bf69-d5b3-4741-b8bb-86901d868749,Middlesex University Scholarships,Middlesex University,uk,undergrad; masters,any,unclear,,https://www.mdx.ac.uk/study-with-us/fees-and-funding/scholarships/,2026-05-19T19:23:32.732+00:00,102,Open official/source URL and verify whether a 2026 deadline is published.
14d6261b-ad8f-45e0-abdd-c63f817df3e3,Pan African University Scholarships,African Union,africa,masters; phd,any,unclear,,https://www.au-pau.org/,2026-05-19T19:23:32.732+00:00,102,Open official/source URL and verify whether a 2026 deadline is published.
